time(UTC),temp_air,relative_humidity,ghi,dni,dhi,IR(h),wind_speed,wind_direction,pressure
1990-03-16 14:00:00+00:00,12.26,59.85,417.0,567.43,154.0,318.15,2.28,248.0,92900.0
1990-03-16 15:00:00+00:00,11.64,62.0,215.0,275.4,131.0,292.8,1.66,243.0,92910.0
1990-03-16 16:00:00+00:00,10.83,66.65,65.0,144.78,47.0,277.5,1.1,233.0,92910.0
1990-03-16 17:00:00+00:00,9.09,82.85,0.0,0.0,0.0,272.5,0.83,217.0,92960.0
1990-03-16 18:00:00+00:00,8.79,76.95,0.0,0.0,0.0,267.25,0.76,161.0,93010.0
1990-03-16 19:00:00+00:00,7.69,82.65,0.0,0.0,0.0,267.05,0.76,121.0,93030.0
1990-03-16 20:00:00+00:00,6.6,85.7,0.0,0.0,0.0,265.1,1.03,88.0,93050.0
1990-03-16 21:00:00+00:00,4.83,92.25,0.0,0.0,0.0,258.75,1.31,80.0,93080.0
1990-03-16 22:00:00+00:00,3.58,92.15,0.0,0.0,0.0,257.95,1.45,78.0,93100.0
1990-03-16 23:00:00+00:00,2.71,92.15,0.0,0.0,0.0,256.05,1.59,73.0,93090.0
1990-03-17 00:00:00+00:00,1.85,92.1,0.0,0.0,0.0,255.25,1.66,68.0,93050.0
1990-03-17 01:00:00+00:00,1.23,92.05,0.0,0.0,0.0,253.05,1.59,66.0,93070.0
1990-03-17 02:00:00+00:00,0.77,92.05,0.0,0.0,0.0,254.3,1.66,65.0,93020.0
1990-03-17 03:00:00+00:00,0.47,95.65,0.0,0.0,0.0,253.3,1.66,64.0,93040.0
1990-03-17 04:00:00+00:00,0.25,92.0,0.0,0.0,0.0,253.7,1.66,64.0,93040.0
1990-03-17 05:00:00+00:00,0.19,92.0,5.0,0.0,5.0,257.2,1.66,63.0,93030.0
1990-03-17 06:00:00+00:00,1.69,92.05,178.0,518.28,65.0,261.05,1.31,64.0,93040.0
1990-03-17 07:00:00+00:00,7.22,79.55,369.0,690.59,100.0,260.1,0.76,99.0,93090.0
1990-03-17 08:00:00+00:00,10.48,61.75,541.0,794.92,117.0,265.9,1.31,150.0,93100.0
1990-03-17 09:00:00+00:00,11.96,57.65,675.0,859.63,125.0,273.65,1.59,177.0,93120.0
1990-03-17 10:00:00+00:00,13.07,55.75,744.0,862.38,139.0,277.1,1.93,191.0,93110.0
1990-03-17 11:00:00+00:00,13.98,53.95,760.0,867.87,140.0,279.85,2.21,198.0,93080.0
1990-03-17 12:00:00+00:00,14.42,52.15,698.0,791.18,162.0,277.3,2.34,201.0,93000.0
1990-03-17 13:00:00+00:00,14.56,52.15,611.0,814.11,128.0,283.3,2.48,200.0,92950.0
1990-03-17 14:00:00+00:00,14.16,52.0,465.0,765.63,107.0,277.9,2.48,195.0,92900.0
1990-03-17 15:00:00+00:00,13.37,53.85,277.0,624.73,84.0,279.65,2.41,190.0,92900.0
1990-03-17 16:00:00+00:00,12.1,59.85,90.0,390.18,40.0,274.2,1.79,185.0,92870.0
1990-03-17 17:00:00+00:00,10.33,66.55,0.0,0.0,0.0,270.15,1.59,166.0,92860.0
1990-03-17 18:00:00+00:00,8.4,76.85,0.0,0.0,0.0,270.35,1.52,147.0,92860.0
1990-03-17 19:00:00+00:00,6.78,85.75,0.0,0.0,0.0,270.15,1.52,143.0,92830.0
1990-03-17 20:00:00+00:00,6.04,88.9,0.0,0.0,0.0,279.65,1.38,143.0,92850.0
1990-03-17 21:00:00+00:00,5.57,88.85,0.0,0.0,0.0,272.5,1.31,139.0,92850.0
1990-03-17 22:00:00+00:00,5.21,92.25,0.0,0.0,0.0,262.2,1.24,122.0,92860.0
1990-03-17 23:00:00+00:00,4.37,92.25,0.0,0.0,0.0,272.3,1.38,112.0,92850.0
1990-03-18 00:00:00+00:00,3.95,92.2,0.0,0.0,0.0,283.9,1.45,105.0,92830.0
1990-03-18 01:00:00+00:00,3.87,92.2,0.0,0.0,0.0,287.1,1.45,103.0,92790.0
1990-03-18 02:00:00+00:00,3.69,95.7,0.0,0.0,0.0,287.6,1.52,101.0,92740.0
1990-03-18 03:00:00+00:00,3.57,95.7,0.0,0.0,0.0,287.95,1.52,102.0,92720.0
1990-03-18 04:00:00+00:00,3.57,95.7,0.0,0.0,0.0,293.6,1.52,106.0,92700.0
1990-03-18 05:00:00+00:00,3.61,95.7,8.0,0.0,8.0,295.7,1.45,106.0,92700.0
1990-03-18 06:00:00+00:00,4.64,92.25,68.0,4.47,67.0,297.25,1.1,106.0,92720.0
1990-03-18 07:00:00+00:00,7.47,85.8,136.0,5.06,134.0,323.55,2.55,138.0,92760.0
1990-03-18 08:00:00+00:00,8.7,79.75,166.0,0.0,166.0,296.5,2.97,153.0,92750.0
1990-03-18 09:00:00+00:00,9.96,69.0,95.0,0.0,95.0,316.05,3.31,164.0,92760.0
1990-03-18 10:00:00+00:00,10.62,64.1,108.0,0.0,108.0,324.75,3.38,173.0,92760.0
1990-03-18 11:00:00+00:00,11.06,64.25,110.0,0.0,110.0,328.2,3.52,177.0,92750.0
1990-03-18 12:00:00+00:00,11.5,62.0,95.0,0.0,95.0,325.5,3.66,179.0,92720.0
1990-03-18 13:00:00+00:00,11.34,62.0,94.0,0.0,94.0,325.9,3.66,178.0,92670.0
1990-03-18 14:00:00+00:00,11.04,69.15,269.0,91.17,226.0,327.25,3.17,176.0,92650.0
1990-03-18 15:00:00+00:00,10.54,71.7,115.0,9.59,112.0,327.25,3.31,172.0,92660.0
1990-03-18 16:00:00+00:00,9.89,74.3,41.0,7.58,40.0,330.15,2.62,166.0,92700.0
1990-03-18 17:00:00+00:00,8.99,82.85,0.0,0.0,0.0,309.45,1.79,153.0,92730.0
1990-03-18 18:00:00+00:00,8.2,89.05,0.0,0.0,0.0,306.55,1.66,139.0,92780.0
1990-03-18 19:00:00+00:00,8.08,92.4,0.0,0.0,0.0,340.4,1.45,136.0,92820.0
1990-03-18 20:00:00+00:00,7.52,92.35,0.0,0.0,0.0,316.6,1.52,125.0,92830.0
1990-03-18 21:00:00+00:00,6.71,95.8,0.0,0.0,0.0,303.65,1.31,112.0,92830.0
1990-03-18 22:00:00+00:00,5.86,95.75,0.0,0.0,0.0,300.35,1.24,103.0,92850.0
1990-03-18 23:00:00+00:00,5.27,92.25,0.0,0.0,0.0,295.7,1.17,89.0,92860.0
1990-03-19 00:00:00+00:00,4.67,92.25,0.0,0.0,0.0,295.5,1.17,79.0,92850.0
1990-03-19 01:00:00+00:00,4.24,92.25,0.0,0.0,0.0,292.9,1.17,71.0,92830.0
1990-03-19 02:00:00+00:00,4.57,92.25,0.0,0.0,0.0,322.8,1.1,70.0,92830.0
1990-03-19 03:00:00+00:00,3.94,95.75,0.0,0.0,0.0,297.65,1.24,69.0,92820.0
1990-03-19 04:00:00+00:00,4.09,95.75,0.0,0.0,0.0,313.7,1.17,66.0,92830.0
1990-03-19 05:00:00+00:00,4.07,95.75,3.0,0.0,3.0,316.2,1.17,64.0,92830.0
1990-03-19 06:00:00+00:00,4.82,92.25,164.0,327.08,89.0,307.9,1.1,64.0,92870.0
1990-03-19 07:00:00+00:00,7.63,89.0,210.0,69.89,182.0,340.4,1.59,140.0,92900.0
1990-03-19 08:00:00+00:00,8.39,89.1,333.0,119.45,268.0,340.0,1.79,149.0,92900.0
1990-03-19 09:00:00+00:00,9.21,85.95,235.0,3.08,233.0,329.55,2.14,158.0,92920.0
1990-03-19 10:00:00+00:00,9.78,79.95,66.0,0.0,66.0,340.6,2.07,171.0,92920.0
1990-03-19 11:00:00+00:00,10.06,79.95,335.0,22.1,319.0,349.1,2.55,181.0,92930.0
1990-03-19 12:00:00+00:00,10.17,79.95,131.0,0.0,131.0,346.0,2.14,190.0,92920.0
1990-03-19 13:00:00+00:00,10.65,77.15,424.0,209.38,298.0,334.6,1.93,198.0,92890.0
1990-03-19 14:00:00+00:00,10.94,77.2,230.0,39.94,211.0,345.45,1.38,213.0,92890.0
1990-03-19 15:00:00+00:00,10.67,77.15,78.0,0.0,78.0,340.8,1.17,220.0,92910.0
1990-03-19 16:00:00+00:00,10.16,82.95,47.0,22.1,44.0,334.8,0.9,238.0,92930.0
1990-03-19 17:00:00+00:00,9.37,85.95,0.0,0.0,0.0,330.95,0.55,269.0,92990.0
1990-03-19 18:00:00+00:00,8.09,95.8,0.0,0.0,0.0,311.4,0.9,12.0,93070.0
1990-03-19 19:00:00+00:00,6.16,95.75,0.0,0.0,0.0,284.85,1.52,40.0,93110.0
1990-03-19 20:00:00+00:00,4.88,95.75,0.0,0.0,0.0,281.95,1.72,42.0,93150.0
1990-03-19 21:00:00+00:00,4.48,92.25,0.0,0.0,0.0,293.55,1.72,43.0,93170.0
1990-03-19 22:00:00+00:00,4.23,92.25,0.0,0.0,0.0,293.2,1.79,45.0,93200.0
1990-03-19 23:00:00+00:00,3.98,95.75,0.0,0.0,0.0,290.65,1.79,44.0,93210.0
1990-03-20 00:00:00+00:00,3.66,95.7,0.0,0.0,0.0,282.35,1.86,43.0,93220.0
1990-03-20 01:00:00+00:00,3.21,92.15,0.0,0.0,0.0,276.65,1.93,42.0,93240.0
1990-03-20 02:00:00+00:00,3.07,92.15,0.0,0.0,0.0,281.6,2.0,42.0,93220.0
1990-03-20 03:00:00+00:00,2.96,92.15,0.0,0.0,0.0,283.5,2.0,42.0,93240.0
1990-03-20 04:00:00+00:00,2.75,88.7,0.0,0.0,0.0,279.65,2.07,42.0,93250.0
1990-03-20 05:00:00+00:00,2.61,88.65,9.0,0.0,9.0,278.5,2.07,42.0,93300.0
1990-03-20 06:00:00+00:00,3.46,85.45,42.0,0.0,42.0,286.6,2.07,41.0,93340.0
1990-03-20 07:00:00+00:00,5.08,82.35,236.0,110.8,191.0,306.75,2.28,42.0,93430.0
1990-03-20 08:00:00+00:00,6.7,73.7,294.0,61.87,260.0,287.4,2.34,42.0,93430.0
1990-03-20 09:00:00+00:00,8.25,66.05,452.0,184.63,331.0,305.0,2.48,42.0,93460.0
1990-03-20 10:00:00+00:00,9.74,61.55,518.0,216.35,363.0,299.75,2.62,44.0,93450.0
1990-03-20 11:00:00+00:00,10.9,55.3,688.0,591.61,257.0,311.75,2.9,49.0,93460.0
1990-03-20 12:00:00+00:00,11.84,53.5,351.0,41.98,322.0,308.5,2.97,52.0,93430.0
1990-03-20 13:00:00+00:00,11.8,53.5,507.0,404.31,262.0,320.3,3.1,50.0,93420.0
1990-03-20 14:00:00+00:00,11.65,55.4,391.0,396.1,201.0,311.55,3.31,49.0,93420.0
1990-03-20 15:00:00+00:00,10.82,55.3,216.0,227.73,143.0,311.55,2.9,43.0,93440.0
1990-03-20 16:00:00+00:00,9.44,57.05,71.0,121.88,54.0,312.15,2.55,41.0,93470.0
1990-03-20 17:00:00+00:00,8.19,61.2,0.0,0.0,0.0,308.65,2.48,43.0,93550.0
1990-03-20 18:00:00+00:00,7.04,65.85,0.0,0.0,0.0,295.9,2.41,44.0,93600.0
1990-03-20 19:00:00+00:00,6.15,70.85,0.0,0.0,0.0,287.6,2.28,44.0,93660.0
1990-03-20 20:00:00+00:00,5.49,70.8,0.0,0.0,0.0,293.75,2.34,43.0,93700.0
1990-03-20 21:00:00+00:00,4.95,73.45,0.0,0.0,0.0,294.55,2.34,42.0,93760.0
1990-03-20 22:00:00+00:00,4.5,73.45,0.0,0.0,0.0,291.65,2.28,42.0,93780.0
1990-03-20 23:00:00+00:00,4.05,73.4,0.0,0.0,0.0,282.35,2.21,43.0,93790.0
1990-03-21 00:00:00+00:00,3.71,73.4,0.0,0.0,0.0,284.3,2.28,44.0,93770.0
1990-03-21 01:00:00+00:00,3.32,76.15,0.0,0.0,0.0,280.9,2.28,45.0,93760.0
1990-03-21 02:00:00+00:00,3.01,76.1,0.0,0.0,0.0,279.85,2.34,45.0,93760.0
1990-03-21 03:00:00+00:00,2.83,76.1,0.0,0.0,0.0,282.75,2.34,44.0,93760.0
1990-03-21 04:00:00+00:00,2.72,76.1,0.0,0.0,0.0,283.1,2.34,44.0,93770.0
1990-03-21 05:00:00+00:00,2.54,79.0,13.0,18.77,12.0,278.1,2.34,45.0,93790.0
1990-03-21 06:00:00+00:00,2.97,79.1,192.0,461.42,81.0,260.3,2.34,44.0,93830.0
1990-03-21 07:00:00+00:00,4.89,73.45,387.0,675.32,109.0,272.85,2.48,43.0,93910.0
1990-03-21 08:00:00+00:00,7.26,61.1,557.0,774.93,127.0,276.75,2.55,42.0,93920.0
1990-03-21 09:00:00+00:00,9.55,57.05,670.0,763.05,166.0,262.2,2.83,45.0,93920.0
1990-03-21 10:00:00+00:00,11.4,51.35,768.0,874.8,137.0,266.3,2.9,48.0,93890.0
1990-03-21 11:00:00+00:00,12.74,49.7,783.0,879.76,138.0,269.0,3.72,50.0,93860.0
1990-03-21 12:00:00+00:00,13.74,46.35,731.0,852.96,138.0,275.6,3.86,51.0,93800.0
1990-03-21 13:00:00+00:00,14.02,43.1,634.0,837.54,123.0,273.05,4.07,52.0,93760.0
1990-03-21 14:00:00+00:00,13.95,43.1,480.0,767.11,109.0,271.1,3.93,51.0,93730.0
1990-03-21 15:00:00+00:00,13.47,42.95,291.0,619.64,90.0,269.95,3.72,48.0,93730.0
1990-03-21 16:00:00+00:00,12.37,44.35,100.0,377.04,46.0,271.1,3.38,44.0,93740.0
1990-03-21 17:00:00+00:00,10.74,47.35,0.0,0.0,0.0,266.85,3.17,43.0,93760.0
1990-03-21 18:00:00+00:00,9.28,48.95,0.0,0.0,0.0,263.0,2.97,44.0,93820.0
1990-03-21 19:00:00+00:00,8.1,52.45,0.0,0.0,0.0,256.8,2.34,42.0,93860.0
1990-03-21 20:00:00+00:00,6.66,58.55,0.0,0.0,0.0,255.65,2.07,42.0,93910.0
1990-03-21 21:00:00+00:00,5.09,65.4,0.0,0.0,0.0,250.6,1.93,44.0,93930.0
1990-03-21 22:00:00+00:00,3.68,70.5,0.0,0.0,0.0,246.95,1.86,47.0,93950.0
1990-03-21 23:00:00+00:00,2.63,76.0,0.0,0.0,0.0,245.2,1.86,48.0,93920.0
1990-03-22 00:00:00+00:00,1.84,78.95,0.0,0.0,0.0,244.4,1.93,48.0,93930.0
1990-03-22 01:00:00+00:00,1.21,78.9,0.0,0.0,0.0,241.8,1.93,47.0,93930.0
1990-03-22 02:00:00+00:00,0.67,85.15,0.0,0.0,0.0,241.15,1.93,49.0,93920.0
1990-03-22 03:00:00+00:00,0.31,81.9,0.0,0.0,0.0,241.7,1.93,49.0,93910.0
1990-03-22 04:00:00+00:00,-0.05,85.1,0.0,0.0,0.0,238.4,1.93,49.0,93890.0
1990-03-22 05:00:00+00:00,-0.29,81.8,23.0,84.81,18.0,238.05,1.93,49.0,93900.0
1990-03-22 06:00:00+00:00,1.46,82.0,211.0,568.68,71.0,237.85,1.79,47.0,93910.0
1990-03-22 07:00:00+00:00,6.51,68.3,408.0,740.73,99.0,240.75,1.66,45.0,93950.0
1990-03-22 08:00:00+00:00,9.14,52.7,581.0,828.26,117.0,246.55,1.86,44.0,93900.0
1990-03-22 09:00:00+00:00,11.31,45.8,715.0,890.91,122.0,252.55,1.86,41.0,93880.0
1990-03-22 10:00:00+00:00,13.16,41.2,788.0,904.76,131.0,258.95,2.21,43.0,93840.0
1990-03-22 11:00:00+00:00,14.58,35.75,802.0,908.17,132.0,263.95,2.21,50.0,93800.0
1990-03-22 12:00:00+00:00,15.47,34.5,742.0,854.81,144.0,268.2,1.93,51.0,93720.0
1990-03-22 13:00:00+00:00,15.87,33.35,647.0,854.72,122.0,271.3,2.0,46.0,93680.0
1990-03-22 14:00:00+00:00,15.7,34.5,492.0,785.54,109.0,273.05,2.48,47.0,93640.0
1990-03-22 15:00:00+00:00,14.93,33.2,300.0,639.9,90.0,271.5,2.83,50.0,93630.0
1990-03-22 16:00:00+00:00,13.53,35.45,111.0,462.76,43.0,270.35,2.76,49.0,93630.0
1990-03-22 17:00:00+00:00,11.63,36.3,0.0,0.0,0.0,267.65,2.76,48.0,93630.0
1990-03-22 18:00:00+00:00,10.02,38.85,0.0,0.0,0.0,263.2,2.48,47.0,93670.0
1990-03-22 19:00:00+00:00,8.98,43.4,0.0,0.0,0.0,260.3,2.07,45.0,93620.0
1990-03-22 20:00:00+00:00,6.88,54.3,0.0,0.0,0.0,257.6,1.93,44.0,93640.0
1990-03-22 21:00:00+00:00,5.15,62.95,0.0,0.0,0.0,254.65,1.93,44.0,93650.0
1990-03-22 22:00:00+00:00,3.87,65.3,0.0,0.0,0.0,252.35,1.93,46.0,93630.0
1990-03-22 23:00:00+00:00,2.95,67.7,0.0,0.0,0.0,251.4,1.93,48.0,93640.0
1990-03-23 00:00:00+00:00,2.35,70.3,0.0,0.0,0.0,250.4,2.0,48.0,93630.0
1990-03-23 01:00:00+00:00,1.82,73.0,0.0,0.0,0.0,248.4,1.93,50.0,93600.0
1990-03-23 02:00:00+00:00,1.38,75.85,0.0,0.0,0.0,247.7,1.93,52.0,93570.0
1990-03-23 03:00:00+00:00,1.0,75.75,0.0,0.0,0.0,246.75,1.93,52.0,93560.0
1990-03-23 04:00:00+00:00,0.68,75.75,0.0,0.0,0.0,245.75,1.93,52.0,93540.0
1990-03-23 05:00:00+00:00,0.44,78.75,29.0,139.23,20.0,245.0,2.0,50.0,93540.0
1990-03-23 06:00:00+00:00,2.28,76.0,217.0,579.83,71.0,244.8,1.72,50.0,93560.0
1990-03-23 07:00:00+00:00,7.65,63.5,413.0,738.23,101.0,248.85,1.59,47.0,93530.0
1990-03-23 08:00:00+00:00,10.79,45.7,585.0,825.81,118.0,254.85,1.79,46.0,93520.0
1990-03-23 09:00:00+00:00,12.87,42.8,718.0,888.66,122.0,261.25,2.0,46.0,93500.0
1990-03-23 10:00:00+00:00,14.66,40.1,790.0,901.54,131.0,267.05,2.21,46.0,93470.0
1990-03-23 11:00:00+00:00,16.04,38.85,805.0,905.3,133.0,271.3,2.21,47.0,93450.0
1990-03-23 12:00:00+00:00,16.76,37.55,748.0,866.64,138.0,274.6,2.41,42.0,93410.0
1990-03-23 13:00:00+00:00,16.9,37.65,653.0,863.64,119.0,276.55,2.9,43.0,93380.0
1990-03-23 14:00:00+00:00,16.53,39.0,497.0,793.56,107.0,278.3,3.1,46.0,93350.0
1990-03-23 15:00:00+00:00,15.81,43.4,306.0,656.74,88.0,278.3,3.03,48.0,93320.0
1990-03-23 16:00:00+00:00,14.64,44.9,76.0,106.21,60.0,277.5,2.83,47.0,93320.0
1990-03-23 17:00:00+00:00,12.87,46.2,0.0,0.0,0.0,274.6,2.83,46.0,93340.0
1990-03-23 18:00:00+00:00,11.36,51.35,0.0,0.0,0.0,271.5,2.76,46.0,93390.0
1990-03-23 19:00:00+00:00,10.41,59.5,0.0,0.0,0.0,268.2,2.0,44.0,93370.0
1990-03-23 20:00:00+00:00,8.12,73.95,0.0,0.0,0.0,263.75,1.79,43.0,93390.0
1990-03-23 21:00:00+00:00,6.18,82.5,0.0,0.0,0.0,258.95,1.86,45.0,93420.0
1990-03-23 22:00:00+00:00,4.76,85.55,0.0,0.0,0.0,255.45,1.86,47.0,93430.0
1990-03-23 23:00:00+00:00,3.73,85.5,0.0,0.0,0.0,251.95,1.86,49.0,93440.0
1990-03-24 00:00:00+00:00,2.96,88.7,0.0,0.0,0.0,248.85,1.93,50.0,93460.0
1990-03-24 01:00:00+00:00,2.38,92.15,0.0,0.0,0.0,245.9,1.93,51.0,93440.0
1990-03-24 02:00:00+00:00,1.82,92.1,0.0,0.0,0.0,243.85,1.93,51.0,93430.0
1990-03-24 03:00:00+00:00,1.3,92.05,0.0,0.0,0.0,241.3,1.86,52.0,93410.0
1990-03-24 04:00:00+00:00,0.85,92.05,0.0,0.0,0.0,239.95,1.86,53.0,93390.0
1990-03-24 05:00:00+00:00,0.51,95.65,36.0,199.09,22.0,238.8,1.86,52.0,93400.0
1990-03-24 06:00:00+00:00,2.56,92.15,228.0,606.06,72.0,238.8,1.59,50.0,93400.0
1990-03-24 07:00:00+00:00,9.11,71.4,424.0,756.85,100.0,241.7,1.24,47.0,93400.0
1990-03-24 08:00:00+00:00,12.7,42.7,598.0,842.73,117.0,249.25,1.31,44.0,93400.0
1990-03-24 09:00:00+00:00,14.66,31.8,733.0,902.77,123.0,255.85,1.31,47.0,93390.0
1990-03-24 10:00:00+00:00,16.18,29.7,801.0,903.85,136.0,261.45,1.03,57.0,93380.0
1990-03-24 11:00:00+00:00,17.23,27.7,815.0,907.87,137.0,266.3,0.28,82.0,93350.0
1990-03-24 12:00:00+00:00,17.8,26.8,762.0,879.79,139.0,270.15,0.41,241.0,93290.0
1990-03-24 13:00:00+00:00,17.9,26.9,662.0,867.68,122.0,271.9,0.9,250.0,93230.0
1990-03-24 14:00:00+00:00,17.59,28.95,505.0,799.49,109.0,272.5,1.45,249.0,93200.0
1990-03-24 15:00:00+00:00,16.61,34.8,312.0,667.3,88.0,272.1,1.66,247.0,93160.0
1990-03-24 16:00:00+00:00,15.22,43.4,116.0,447.1,47.0,270.55,1.31,238.0,93150.0
1990-03-24 17:00:00+00:00,12.77,64.55,0.0,0.0,0.0,268.2,1.1,233.0,93150.0
1990-03-24 18:00:00+00:00,12.9,51.75,0.0,0.0,0.0,264.95,0.48,232.0,93170.0
1990-03-24 19:00:00+00:00,12.33,55.65,0.0,0.0,0.0,262.2,0.21,26.0,93130.0
1990-03-24 20:00:00+00:00,11.48,57.55,0.0,0.0,0.0,259.15,0.76,59.0,93120.0
1990-03-24 21:00:00+00:00,9.99,64.0,0.0,0.0,0.0,255.85,1.17,63.0,93080.0
1990-03-24 22:00:00+00:00,7.22,76.65,0.0,0.0,0.0,252.55,1.45,64.0,93070.0
1990-03-24 23:00:00+00:00,5.47,79.35,0.0,0.0,0.0,249.85,1.66,64.0,93010.0
1990-03-25 00:00:00+00:00,4.33,79.3,0.0,0.0,0.0,247.1,1.72,64.0,92980.0
1990-03-25 01:00:00+00:00,4.11,82.3,0.0,0.0,0.0,245.3,1.59,66.0,92950.0
1990-03-25 02:00:00+00:00,5.44,73.55,0.0,0.0,0.0,244.2,1.45,73.0,92900.0
1990-03-25 03:00:00+00:00,6.58,65.75,0.0,0.0,0.0,244.4,1.38,76.0,92850.0
1990-03-25 04:00:00+00:00,7.01,63.35,0.0,0.0,0.0,244.4,1.31,78.0,92830.0
1990-03-25 05:00:00+00:00,6.33,63.25,37.0,157.9,25.0,244.6,1.38,77.0,92810.0
1990-03-25 06:00:00+00:00,6.38,68.3,223.0,536.16,82.0,246.35,1.24,81.0,92810.0
1990-03-25 07:00:00+00:00,10.38,61.75,420.0,719.68,108.0,252.55,0.76,137.0,92810.0
1990-03-25 08:00:00+00:00,12.72,42.7,596.0,824.66,121.0,257.75,1.31,189.0,92760.0
1990-03-25 09:00:00+00:00,13.81,39.95,730.0,884.4,128.0,263.4,1.79,218.0,92750.0
1990-03-25 10:00:00+00:00,14.55,41.65,801.0,896.72,137.0,268.05,2.28,231.0,92680.0
1990-03-25 11:00:00+00:00,15.02,43.4,814.0,901.14,137.0,271.3,2.55,238.0,92650.0
1990-03-25 12:00:00+00:00,15.13,45.05,765.0,885.81,134.0,275.0,2.69,239.0,92570.0
1990-03-25 13:00:00+00:00,14.96,45.05,662.0,860.55,123.0,276.35,2.69,238.0,92510.0
1990-03-25 14:00:00+00:00,14.46,48.4,508.0,803.39,107.0,282.15,2.48,233.0,92440.0
1990-03-25 15:00:00+00:00,13.71,53.85,317.0,677.68,87.0,274.2,2.21,232.0,92410.0
1990-03-25 16:00:00+00:00,12.68,57.75,122.0,481.04,46.0,272.5,1.45,235.0,92370.0
1990-03-25 17:00:00+00:00,11.24,69.15,0.0,0.0,0.0,268.2,0.97,233.0,92370.0
1990-03-25 18:00:00+00:00,10.6,69.1,0.0,0.0,0.0,264.75,0.34,211.0,92360.0
1990-03-25 19:00:00+00:00,10.29,69.1,0.0,0.0,0.0,261.45,0.55,124.0,92320.0
1990-03-25 20:00:00+00:00,9.04,76.95,0.0,0.0,0.0,259.7,1.03,99.0,92310.0
1990-03-25 21:00:00+00:00,7.11,82.6,0.0,0.0,0.0,258.95,1.24,87.0,92280.0
1990-03-25 22:00:00+00:00,5.99,85.65,0.0,0.0,0.0,255.45,1.31,73.0,92260.0
1990-03-25 23:00:00+00:00,4.28,92.25,0.0,0.0,0.0,259.3,1.52,55.0,92250.0
1990-03-26 00:00:00+00:00,2.95,95.7,0.0,0.0,0.0,260.3,1.59,45.0,92270.0
1990-03-26 01:00:00+00:00,2.83,95.7,0.0,0.0,0.0,272.6,1.86,38.0,92280.0
1990-03-26 02:00:00+00:00,3.59,92.15,0.0,0.0,0.0,282.95,2.21,38.0,92280.0
1990-03-26 03:00:00+00:00,3.83,85.5,0.0,0.0,0.0,287.95,2.41,40.0,92290.0
1990-03-26 04:00:00+00:00,3.76,82.3,0.0,0.0,0.0,276.95,2.48,43.0,92340.0
1990-03-26 05:00:00+00:00,3.47,79.15,44.0,220.42,26.0,271.3,2.41,43.0,92360.0
1990-03-26 06:00:00+00:00,4.19,73.4,209.0,417.05,97.0,272.85,2.55,43.0,92410.0
1990-03-26 07:00:00+00:00,5.33,65.55,359.0,412.37,178.0,268.05,3.45,46.0,92470.0
1990-03-26 08:00:00+00:00,6.37,60.85,512.0,492.09,226.0,274.8,4.41,50.0,92510.0
1990-03-26 09:00:00+00:00,7.59,56.55,553.0,338.37,321.0,278.65,4.62,51.0,92530.0
1990-03-26 10:00:00+00:00,8.39,52.6,577.0,279.14,369.0,285.65,4.55,47.0,92540.0
1990-03-26 11:00:00+00:00,9.1,50.7,471.0,111.16,387.0,286.05,4.55,48.0,92560.0
1990-03-26 12:00:00+00:00,9.49,48.95,506.0,196.79,365.0,290.65,4.55,48.0,92560.0
1990-03-26 13:00:00+00:00,9.34,47.05,391.0,117.4,317.0,298.6,4.69,47.0,92580.0
1990-03-26 14:00:00+00:00,8.58,48.65,194.0,7.95,190.0,306.35,4.62,47.0,92610.0
1990-03-26 15:00:00+00:00,7.83,50.45,128.0,11.66,124.0,303.05,4.55,50.0,92620.0
1990-03-26 16:00:00+00:00,6.97,52.2,29.0,0.0,29.0,289.9,4.28,51.0,92660.0
1990-03-26 17:00:00+00:00,5.91,54.05,0.0,0.0,0.0,283.3,3.66,49.0,92690.0
1990-03-26 18:00:00+00:00,5.2,58.2,0.0,0.0,0.0,282.75,3.1,46.0,92780.0
1990-03-26 19:00:00+00:00,3.76,60.4,0.0,0.0,0.0,276.95,2.76,48.0,92890.0
1990-03-26 20:00:00+00:00,3.24,62.7,0.0,0.0,0.0,275.95,2.69,47.0,92930.0
1990-03-26 21:00:00+00:00,2.99,65.1,0.0,0.0,0.0,284.65,2.62,47.0,92990.0
1990-03-26 22:00:00+00:00,2.89,62.6,0.0,0.0,0.0,279.25,2.62,48.0,93030.0
1990-03-26 23:00:00+00:00,3.16,57.8,0.0,0.0,0.0,294.95,2.83,49.0,93050.0
1990-03-27 00:00:00+00:00,3.03,55.55,0.0,0.0,0.0,299.2,2.76,50.0,93050.0
1990-03-27 01:00:00+00:00,2.47,60.05,0.0,0.0,0.0,275.7,2.55,46.0,93080.0
1990-03-27 02:00:00+00:00,2.21,62.5,0.0,0.0,0.0,293.2,2.55,49.0,93080.0
1990-03-27 03:00:00+00:00,1.4,72.95,0.0,0.0,0.0,266.5,2.41,49.0,93090.0
1990-03-27 04:00:00+00:00,0.97,75.75,0.0,0.0,0.0,260.1,2.41,49.0,93090.0
1990-03-27 05:00:00+00:00,0.75,75.75,47.0,206.15,29.0,252.95,2.48,48.0,93120.0
1990-03-27 06:00:00+00:00,1.74,73.0,140.0,76.62,119.0,244.8,2.34,49.0,93160.0
1990-03-27 07:00:00+00:00,3.38,55.7,318.0,247.58,208.0,272.1,3.31,50.0,93210.0
